Voltage (V),Current (A),Timestamp (s)
-3.38914401e-06,0.0,0.0
0.00106680836,0.001,0.083
0.00213962095,0.002,0.167
0.0032153572,0.003,0.25
0.00427522231,0.004,0.333
0.00535249198,0.005,0.416
0.00643006572,0.006,0.5
0.00749315554,0.007,0.583
0.00854684506,0.008,0.666
0.00963781029,0.009,0.75
0.0107116727,0.01,0.833
