Voltage (V),Current (A),Timestamp (s)
2.32231656e-06,0.0,0.0
0.00213544302,0.001,0.009
0.00389758621,0.002,0.019
0.00621619567,0.003,0.029
0.00807108324,0.004,0.039
0.0102042039,0.005,0.049
0.0121518359,0.006,0.059
0.0140067234,0.007,0.069
0.0160470998,0.008,0.079
0.0180874761,0.009,0.089
0.0202205968,0.01,0.099
