Voltage (V),Current (A),Timestamp (s)
4.25964981e-06,0.0,0.0
0.00202901312,0.001,0.083
0.00405234704,0.002,0.167
0.00606858125,0.003,0.25
0.00809475407,0.004,0.333
0.0101237679,0.005,0.417
0.0121428417,0.006,0.5
0.0141619155,0.007,0.583
0.0161838289,0.008,0.667
0.0182242021,0.009,0.75
0.0202418566,0.01,0.833
