Voltage (V),Current (A),Timestamp (s)
5.67539291e-06,0.0,0.0
0.00202043983,0.001,0.083
0.00404655514,0.002,0.167
0.00606699521,0.003,0.25
0.00807892159,0.004,0.333
0.0101107126,0.005,0.417
0.0121368282,0.006,0.5
0.0141544305,0.007,0.583
0.0161777083,0.008,0.667
0.0182094984,0.009,0.75
0.0202157497,0.01,0.833
