Voltage (V),Current (A),Timestamp (s)
9.50685384e-05,0.0,0.0
0.0020427392,0.001,0.017
0.00408315607,0.002,0.03
0.00593808051,0.003,0.047
0.00816398982,0.004,0.06
0.0102044067,0.005,0.085
0.0121520773,0.006,0.102
0.0141924942,0.007,0.115
0.0161401649,0.008,0.132
0.0181805817,0.009,0.145
0.0202209986,0.01,0.17
