Voltage (V),Current (A),Timestamp (s)
4.25229246e-06,0.0,0.0
0.00202125637,0.001,0.083
0.00404534768,0.002,0.167
0.00605668221,0.003,0.25
0.00808077306,0.004,0.333
0.0100991949,0.005,0.417
0.0121161984,0.006,0.5
0.0141332028,0.007,0.583
0.0161629636,0.008,0.666
0.0181842204,0.009,0.75
0.02019272,0.01,0.833
