Voltage (V),Current (A),Timestamp (s)
1.41712485e-06,0.0,0.0
0.00201940304,0.001,0.083
0.0040430571,0.002,0.167
0.00605679164,0.003,0.25
0.00808044616,0.004,0.333
0.0100984322,0.005,0.417
0.0121107493,0.006,0.5
0.0141372373,0.007,0.583
0.0161608923,0.008,0.666
0.0181746259,0.009,0.75
0.0201954469,0.01,0.833
