Voltage (V),Current (A),Timestamp (s)
1.41841826e-06,0.0,0.0
0.00202833815,0.001,0.083
0.00404674746,0.002,0.167
0.00606231997,0.003,0.25
0.0080878213,0.004,0.333
0.0101005565,0.005,0.417
0.0121288951,0.006,0.5
0.0141529776,0.007,0.583
0.0161685497,0.008,0.667
0.0181954689,0.009,0.75
0.0202110428,0.01,0.834
