Voltage (V),Current (A),Timestamp (s)
-1.41993985e-06,0.0,0.0
0.00202199444,0.001,0.083
0.00404398888,0.002,0.167
0.00607024273,0.003,0.25
0.00808797777,0.004,0.333
0.0101170717,0.005,0.417
0.0121348063,0.006,0.5
0.0141639002,0.007,0.583
0.0161830541,0.008,0.667
0.0182107296,0.009,0.75
0.020236982,0.01,0.833
