Voltage (V),Current (A),Timestamp (s)
-5.67181905e-06,0.0,0.0
0.00202909322,0.001,0.083
0.00404117117,0.002,0.167
0.00605608476,0.003,0.25
0.00808801409,0.004,0.333
0.0100972559,0.005,0.417
0.0121320207,0.006,0.5
0.0141384276,0.007,0.583
0.0161590129,0.008,0.667
0.0181824341,0.009,0.75
0.0202115271,0.01,0.833
