Voltage (V),Current (A),Timestamp (s)
-1.38686175e-06,0.0,0.0
0.00107080955,0.001,0.083
0.0021400745,0.002,0.167
0.00320918183,0.003,0.25
0.00428352505,0.004,0.333
0.00535231689,0.005,0.417
0.00643142965,0.006,0.5
0.00748110702,0.007,0.584
0.00857454259,0.008,0.667
0.00962652452,0.009,0.75
0.010703003,0.01,0.834
