Voltage (V),Current (A),Timestamp (s)
1.27857111e-05,0.0,0.0
0.00203150744,0.001,0.083
0.00404312601,0.002,0.167
0.00607463345,0.003,0.25
0.00809051376,0.004,0.333
0.0101220217,0.005,0.417
0.0121521084,0.006,0.5
0.0141750919,0.007,0.583
0.0161966551,0.008,0.667
0.0182224791,0.009,0.75
0.0202468839,0.01,0.833
