Voltage (V),Current (A),Timestamp (s)
2.83606869e-06,0.0,0.0
0.00201786286,0.001,0.083
0.00404281588,0.002,0.167
0.00606351485,0.003,0.25
0.00807854161,0.004,0.333
0.0101034949,0.005,0.417
0.0121284472,0.006,0.5
0.0141505646,0.007,0.583
0.0161698442,0.008,0.667
0.0181791987,0.009,0.75
0.0202112421,0.01,0.833
