Voltage (V),Current (A),Timestamp (s)
0.00102252062,0.0,0.0
0.004175847,0.001,0.086
0.00593800186,0.002,0.15
0.00807113669,0.003,0.216
0.0100189143,0.004,0.28
0.0122448236,0.005,0.351
0.014099748,0.006,0.413
0.0161401649,0.007,0.486
0.0181805215,0.008,0.55
0.0201281857,0.009,0.614
2.32231656e-06,0.01,4.989
