Voltage (V),Current (A),Timestamp (s)
6.86387679e-06,0.0,0.0
0.00202383165,0.001,0.01
0.00404552966,0.002,0.02
0.00606438952,0.003,0.03
0.00808135729,0.004,0.04
0.0101002172,0.005,0.05
0.0121143468,0.006,0.06
0.0141369908,0.007,0.07
0.0161567967,0.008,0.08
0.0181737645,0.009,0.09
0.0201916783,0.01,0.1
