Voltage (V),Current (A),Timestamp (s)
-2.773387e-06,0.0,0.0
0.00215152488,0.001,0.083
0.0043036514,0.002,0.167
0.00647178758,0.003,0.25
0.00862111151,0.004,0.333
0.0107665695,0.005,0.417
9.9e+37,0.006,0.5
9.9e+37,0.007,0.583
9.9e+37,0.008,0.667
9.9e+37,0.009,0.75
9.9e+37,0.01,0.833
