Voltage (V),Current (A),Timestamp (s)
2.32231656e-06,0.0,0.0
0.00194997362,0.001,0.017
0.00389762492,0.002,0.031
0.00612351212,0.003,0.048
0.00807116342,0.004,0.061
0.01011156,0.005,0.087
0.0122447019,0.006,0.102
0.0142850985,0.007,0.115
0.0161400045,0.008,0.13
0.0181804011,0.009,0.143
0.020313543,0.01,0.167
