Voltage (V),Current (A),Timestamp (s)
0.00194995426,0.0,0.0
0.00408306145,0.001,0.057
0.00612343102,0.002,0.121
0.00816380058,0.003,0.191
0.0101114261,0.004,0.257
0.0122444992,0.005,0.321
0.0140993744,0.006,0.385
0.016232481,0.007,0.458
0.0181801602,0.008,0.522
0.0201277857,0.009,0.593
9.50676167e-05,0.01,4.982
