Voltage (V),Current (A),Timestamp (s)
2.83750069e-06,0.0,0.0
0.0020203006,0.001,0.083
0.0040420196,0.002,0.167
0.00605664542,0.003,0.25
0.00808545854,0.004,0.333
0.0101142712,0.005,0.417
0.012128897,0.006,0.5
0.0141548719,0.007,0.583
0.0161666609,0.008,0.667
0.0181954727,0.009,0.75
0.0202242862,0.01,0.833
