Voltage (V),Current (A),Timestamp (s)
-1.07845949e-06,0.0,0.0
0.0021541384,0.001,0.083
0.00430548936,0.002,0.167
0.00645651761,0.003,0.25
0.00862755906,0.004,0.333
0.0107834889,0.005,0.417
9.9e+37,0.006,0.5
9.9e+37,0.007,0.583
9.9e+37,0.008,0.666
9.9e+37,0.009,0.75
9.9e+37,0.01,0.833
