Voltage (V),Current (A),Timestamp (s)
7.0862784e-06,0.0,0.0
0.00202526385,0.001,0.083
0.00403210334,0.002,0.167
0.00605169823,0.003,0.25
0.00808121357,0.004,0.333
0.010097974,0.005,0.417
0.0121147344,0.006,0.5
0.0141399987,0.007,0.583
0.0161567591,0.008,0.667
0.0181706846,0.009,0.75
0.0201973654,0.01,0.833
