Voltage (V),Current (A),Timestamp (s)
-4.25575308e-06,0.0,0.0
0.00203141267,0.001,0.083
0.00403729081,0.002,0.167
0.00605735509,0.003,0.25
0.00807883777,0.004,0.333
0.0101102507,0.005,0.417
0.0121274777,0.006,0.5
0.0141390301,0.007,0.583
0.0161690246,0.008,0.667
0.0181961805,0.009,0.75
0.0202134084,0.01,0.833
