Voltage (V),Current (A),Timestamp (s)
2.83622148e-06,0.0,0.0
0.00202364405,0.001,0.083
0.00405154238,0.002,0.167
0.00605958747,0.003,0.25
0.00808748603,0.004,0.333
0.0100997845,0.005,0.417
0.0121276835,0.006,0.5
0.0141584184,0.007,0.583
0.016167881,0.008,0.666
0.0181844346,0.009,0.75
0.0202165879,0.01,0.833
