Voltage (V),Current (A),Timestamp (s)
7.09136884e-06,0.0,0.0
0.00202104007,0.001,0.083
0.00404208014,0.002,0.167
0.00606737519,0.003,0.25
0.00807848759,0.004,0.333
0.0101137105,0.005,0.417
0.0121290777,0.006,0.5
0.0141529543,0.007,0.583
0.0161654837,0.008,0.667
0.018185107,0.009,0.75
0.0202104021,0.01,0.833
