Voltage (V),Current (A),Timestamp (s)
9.50679239e-05,0.0,0.0
0.00213547128,0.001,0.017
0.00417587464,0.002,0.03
0.0061235324,0.003,0.047
0.00816393575,0.004,0.06
0.0101115935,0.005,0.085
0.0121519969,0.006,0.102
0.0140996546,0.007,0.115
0.0162328036,0.008,0.132
0.018273449,0.009,0.145
0.0202211326,0.01,0.171
