Voltage (V),Current (A),Timestamp (s)
-9.04218888e-05,0.0,0.0
0.00204271216,0.001,0.017
0.00399035701,0.002,0.03
0.00603074685,0.003,0.047
0.0079783917,0.004,0.06
0.0102042715,0.005,0.085
0.0119664264,0.006,0.102
0.0140068162,0.007,0.115
0.0160472061,0.008,0.132
0.0182730859,0.009,0.145
0.0201279857,0.01,0.17
